File        Generations        Bit Flips          Time
______________________________________________________

uf20-01.cnf	1	818	0.02707195281982422
uf20-010.cnf	1	986	0.03258657455444336
uf20-0100.cnf	1	833	0.027573347091674805
uf20-01000.cnf	3	2612	0.08873605728149414
uf20-0101.cnf	2	1684	0.056650638580322266
uf20-0102.cnf	3	2473	0.08221864700317383
uf20-0103.cnf	2	2045	0.06768012046813965
uf20-0104.cnf	1	724	0.02556753158569336
uf20-0105.cnf	3	2680	0.08773326873779297
uf20-0106.cnf	4	3369	0.11129593849182129
uf20-0107.cnf	1	854	0.02907729148864746
uf20-0108.cnf	1	913	0.031082630157470703
uf20-0109.cnf	2	1837	0.061162710189819336
uf20-011.cnf	1	880	0.03007984161376953
uf20-0110.cnf	1	841	0.029077529907226562
uf20-0111.cnf	1	1031	0.0345919132232666
uf20-0112.cnf	1	872	0.029578685760498047
uf20-0113.cnf	1	939	0.031082868576049805
uf20-0114.cnf	1	961	0.03258657455444336
uf20-0115.cnf	1	835	0.028575897216796875
uf20-0116.cnf	1	936	0.03158378601074219
uf20-0117.cnf	2	1917	0.06366944313049316
uf20-0118.cnf	1	788	0.026570558547973633
uf20-0119.cnf	4	3323	0.10878920555114746
uf20-012.cnf	1	930	0.030581235885620117
uf20-0120.cnf	1	802	0.02707219123840332
uf20-0121.cnf	1	853	0.028576135635375977
uf20-0122.cnf	1	897	0.029578447341918945
uf20-0123.cnf	1	877	0.029077529907226562
uf20-0124.cnf	1	757	0.02456521987915039
uf20-0125.cnf	1	949	0.03158378601074219
uf20-0126.cnf	2	1673	0.05464529991149902
uf20-0127.cnf	1	790	0.02807450294494629
uf20-0128.cnf	1	876	0.028575897216796875
uf20-0129.cnf	1	949	0.03158402442932129
uf20-013.cnf	1	899	0.030580997467041016
uf20-0130.cnf	1	802	0.02707219123840332
uf20-0131.cnf	1	790	0.027072429656982422
uf20-0132.cnf	1	892	0.030079364776611328
uf20-0133.cnf	1	905	0.030080080032348633
uf20-0134.cnf	1	946	0.03158378601074219
uf20-0135.cnf	2	1777	0.06066155433654785
uf20-0136.cnf	1	898	0.0310823917388916
uf20-0137.cnf	1	750	0.024565696716308594
uf20-0138.cnf	1	1046	0.035093069076538086
uf20-0139.cnf	1	920	0.030581235885620117
uf20-014.cnf	1	984	0.03358936309814453
uf20-0140.cnf	1	884	0.02907705307006836
uf20-0141.cnf	3	2379	0.07820796966552734
uf20-0142.cnf	1	985	0.03358936309814453
uf20-0143.cnf	1	882	0.029578685760498047
uf20-0144.cnf	1	747	0.025066614151000977
uf20-0145.cnf	1	926	0.031082630157470703
uf20-0146.cnf	1	977	0.03158402442932129
uf20-0147.cnf	1	798	0.026570558547973633
uf20-0148.cnf	2	1936	0.06417059898376465
uf20-0149.cnf	1	865	0.029578685760498047
uf20-015.cnf	1	872	0.03007984161376953
uf20-0150.cnf	1	827	0.02807474136352539
uf20-0151.cnf	1	1086	0.036597490310668945
uf20-0152.cnf	1	993	0.033087968826293945
uf20-0153.cnf	1	767	0.026069164276123047
uf20-0154.cnf	3	2486	0.08171725273132324
uf20-0155.cnf	1	707	0.024565458297729492
uf20-0156.cnf	1	791	0.02707195281982422
uf20-0157.cnf	1	828	0.02907729148864746
uf20-0158.cnf	2	1733	0.057653188705444336
uf20-0159.cnf	1	971	0.032085418701171875
uf20-016.cnf	1	882	0.029578685760498047
uf20-0160.cnf	1	1008	0.033087730407714844
uf20-0161.cnf	1	961	0.03208565711975098
uf20-0162.cnf	1	903	0.0310823917388916
uf20-0163.cnf	1	945	0.031082630157470703
uf20-0164.cnf	1	933	0.030080080032348633
uf20-0165.cnf	1	974	0.03208494186401367
uf20-0166.cnf	2	1581	0.053642988204956055
uf20-0167.cnf	5	4165	0.1423783302307129
uf20-0168.cnf	1	1033	0.03609633445739746
uf20-0169.cnf	1	828	0.02907729148864746
uf20-017.cnf	1	890	0.030581235885620117
uf20-0170.cnf	2	1714	0.058655738830566406
uf20-0171.cnf	1	778	0.02506732940673828
uf20-0172.cnf	1	924	0.0310821533203125
uf20-0173.cnf	1	830	0.027573108673095703
uf20-0174.cnf	1	951	0.030581235885620117
uf20-0175.cnf	1	941	0.0310823917388916
uf20-0176.cnf	1	980	0.03358936309814453
uf20-0177.cnf	6	5189	0.17245864868164062
uf20-0178.cnf	1	1021	0.03509330749511719
uf20-0179.cnf	1	941	0.0310823917388916
uf20-018.cnf	1	1091	0.036597251892089844
uf20-0180.cnf	1	1044	0.035594940185546875
uf20-0181.cnf	1	935	0.03158378601074219
uf20-0182.cnf	1	648	0.021557331085205078
uf20-0183.cnf	1	802	0.02707195281982422
uf20-0184.cnf	1	1088	0.037600040435791016
uf20-0185.cnf	2	1758	0.05765342712402344
uf20-0186.cnf	1	925	0.03208518028259277
uf20-0187.cnf	1	899	0.03158378601074219
uf20-0188.cnf	1	887	0.031082868576049805
