File        Generations        Bit Flips          Time
______________________________________________________

uf100-01.cnf	32	234402	7.6774115562438965
uf100-010.cnf	32	223721	7.289881467819214
uf100-0100.cnf	2	14965	0.49080491065979004
uf100-01000.cnf	7	50308	1.627326488494873
uf100-0101.cnf	11	77672	2.561309576034546
uf100-0102.cnf	151	1103332	36.037314653396606
uf100-0103.cnf	4	27252	0.9003939628601074
uf100-0104.cnf	39	280669	9.186426401138306
uf100-0105.cnf	2	14165	0.4582180976867676
uf100-0106.cnf	18	132422	4.368614673614502
uf100-0107.cnf	267	1916558	62.02390170097351
uf100-0108.cnf	59	419441	13.736019849777222
uf100-0109.cnf	104	750129	24.479082345962524
uf100-011.cnf	8	61868	2.0253849029541016
uf100-0110.cnf	53	373560	12.22500228881836
uf100-0111.cnf	7	51773	1.6970117092132568
uf100-0112.cnf	17	122397	3.9966254234313965
uf100-0113.cnf	534	3770915	123.45974516868591
uf100-0114.cnf	58	428046	13.84531021118164
uf100-0115.cnf	15	106228	3.482759475708008
uf100-0116.cnf	4	31442	1.0272307395935059
uf100-0117.cnf	6	46455	1.5175349712371826
uf100-0118.cnf	2	13925	0.45571160316467285
uf100-0119.cnf	8	53050	1.7295982837677002
uf100-012.cnf	13	96695	3.1493730545043945
uf100-0120.cnf	43	307259	10.04169774055481
uf100-0121.cnf	158	1148563	37.27911329269409
uf100-0122.cnf	599	4317628	141.2570662498474
uf100-0123.cnf	80	589282	19.26271343231201
uf100-0124.cnf	3	21023	0.692340612411499
uf100-0125.cnf	177	1273944	41.38753604888916
uf100-0126.cnf	26	187713	6.12177586555481
uf100-0127.cnf	243	1714030	55.679036140441895
uf100-0128.cnf	5	39189	1.2804038524627686
uf100-0129.cnf	838	6052439	198.50827860832214
uf100-013.cnf	43	311115	10.146977424621582
uf100-0130.cnf	61	442702	14.497043132781982
uf100-0131.cnf	61	435608	14.156637907028198
uf100-0132.cnf	16	116385	3.794588565826416
uf100-0133.cnf	122	871339	28.210505962371826
uf100-0134.cnf	94	680767	22.050625801086426
uf100-0135.cnf	135	977287	31.99005103111267
uf100-0136.cnf	2	17562	0.5665061473846436
uf100-0137.cnf	21	147044	4.759654521942139
uf100-0138.cnf	46	331510	10.811243534088135
uf100-0139.cnf	48	339939	11.303552627563477
uf100-014.cnf	51	353850	11.483029842376709
uf100-0140.cnf	2	13914	0.478271484375
uf100-0141.cnf	1020	7313509	241.73980617523193
uf100-0142.cnf	15	111172	3.7223963737487793
uf100-0143.cnf	139	991083	32.5115487575531
uf100-0144.cnf	22	161459	5.355237722396851
uf100-0145.cnf	9	70318	2.308136224746704
uf100-0146.cnf	484	3475640	115.38176345825195
uf100-0147.cnf	8	56917	1.8769900798797607
uf100-0148.cnf	86	608566	20.105454206466675
uf100-0149.cnf	5	36909	1.2192413806915283
uf100-015.cnf	107	762710	25.05962586402893
uf100-0150.cnf	2	14941	0.4913060665130615
uf100-0151.cnf	3	24324	0.7981221675872803
uf100-0152.cnf	3395	23839880	784.6915850639343
uf100-0153.cnf	26	179490	5.777360200881958
uf100-0154.cnf	37	264975	8.64297890663147
uf100-0155.cnf	4	30249	0.9836151599884033
uf100-0156.cnf	37	263986	8.53368854522705
uf100-0157.cnf	10	75368	2.4685628414154053
uf100-0158.cnf	10	70088	2.2670276165008545
uf100-0159.cnf	248	1781903	58.16464114189148
uf100-016.cnf	450	3199450	104.6662745475769
uf100-0160.cnf	13	92943	2.9909517765045166
uf100-0161.cnf	5	35946	1.1600844860076904
uf100-0162.cnf	343	2461992	80.19521355628967
uf100-0163.cnf	52	365977	11.785333395004272
uf100-0164.cnf	7	50637	1.6543984413146973
uf100-0165.cnf	45	315285	10.25125527381897
uf100-0166.cnf	10	72450	2.3181629180908203
uf100-0167.cnf	22	156740	5.113595247268677
uf100-0168.cnf	14	98702	3.1884772777557373
uf100-0169.cnf	11	80482	2.6640827655792236
uf100-017.cnf	8	56394	1.8499186038970947
uf100-0170.cnf	66	488597	15.956423044204712
uf100-0171.cnf	194	1414066	45.93913769721985
uf100-0172.cnf	10	73326	2.3703017234802246
uf100-0173.cnf	10	74999	2.4114112854003906
uf100-0174.cnf	1	7755	0.2526717185974121
uf100-0175.cnf	6	45218	1.4608838558197021
uf100-0176.cnf	2	15782	0.518378496170044
uf100-0177.cnf	21	144541	4.67442774772644
uf100-0178.cnf	69	477299	15.411975383758545
uf100-0179.cnf	39	278761	8.985890626907349
uf100-018.cnf	7	51898	1.6784627437591553
uf100-0180.cnf	139	997139	32.447266817092896
uf100-0181.cnf	43	324526	10.516961336135864
uf100-0182.cnf	2	16276	0.5324153900146484
uf100-0183.cnf	3	22147	0.7229220867156982
uf100-0184.cnf	31	218863	7.024676322937012
uf100-0185.cnf	1	7867	0.25467705726623535
uf100-0186.cnf	12	83705	2.724242925643921
uf100-0187.cnf	37	261231	8.395320415496826
uf100-0188.cnf	3	24492	0.7911036014556885
