File        Generations        Bit Flips          Time
______________________________________________________

uf75-01.cnf	1	5982	0.15140247344970703
uf75-010.cnf	1	5558	0.14388394355773926
uf75-0100.cnf	3	15344	0.3885314464569092
uf75-011.cnf	34	166059	4.158556222915649
uf75-012.cnf	57	274332	6.931929588317871
uf75-013.cnf	3	16537	0.4201171398162842
uf75-014.cnf	1	4903	0.12332773208618164
uf75-015.cnf	7	33317	0.8367247581481934
uf75-016.cnf	19	93608	2.3657896518707275
uf75-017.cnf	9	45049	1.1535673141479492
uf75-018.cnf	4	20896	0.5294075012207031
uf75-019.cnf	75	386520	9.904332399368286
uf75-02.cnf	2	10257	0.25818634033203125
uf75-020.cnf	15	75103	1.8875184059143066
uf75-021.cnf	2	9807	0.24866104125976562
uf75-022.cnf	2	9187	0.23111438751220703
uf75-023.cnf	1	4871	0.1313490867614746
uf75-024.cnf	25	122644	3.10475492477417
uf75-025.cnf	1	5631	0.14388322830200195
uf75-026.cnf	5	25254	0.6487236022949219
uf75-027.cnf	3	15101	0.3805117607116699
uf75-028.cnf	112	509224	12.889268636703491
uf75-029.cnf	1	4987	0.12583470344543457
uf75-03.cnf	283	1427700	35.64125871658325
uf75-030.cnf	151	724166	18.24250102043152
uf75-031.cnf	1	4969	0.12633585929870605
uf75-032.cnf	21	103672	2.633000373840332
uf75-033.cnf	2	10499	0.27573299407958984
uf75-034.cnf	13	61950	1.6794650554656982
uf75-035.cnf	11	57034	1.6965105533599854
uf75-036.cnf	2	10070	0.263200044631958
uf75-037.cnf	15	74895	1.937150239944458
uf75-038.cnf	31	152244	3.915409564971924
uf75-039.cnf	18	86848	2.2073686122894287
uf75-04.cnf	151	734741	18.702223539352417
uf75-040.cnf	9	46943	1.1941747665405273
uf75-041.cnf	51	255754	6.474714040756226
uf75-042.cnf	1	5440	0.13285350799560547
uf75-043.cnf	22	108824	2.7112083435058594
uf75-044.cnf	29	147516	3.6903111934661865
uf75-045.cnf	2	10032	0.25116777420043945
uf75-046.cnf	358	1751666	44.3398859500885
uf75-047.cnf	14	67762	1.7411291599273682
uf75-048.cnf	13	64742	1.6438705921173096
uf75-049.cnf	4	20518	0.5218875408172607
uf75-05.cnf	101	487154	12.285162448883057
uf75-050.cnf	2	11368	0.2877645492553711
uf75-051.cnf	122	582309	14.651958227157593
uf75-052.cnf	63	310460	7.856387615203857
uf75-053.cnf	3	15786	0.3960530757904053
uf75-054.cnf	4	19810	0.502335786819458
uf75-055.cnf	28	138125	3.55194354057312
uf75-056.cnf	9	44683	1.1435401439666748
uf75-057.cnf	18	87474	2.2239127159118652
uf75-058.cnf	26	128439	3.2757091522216797
uf75-059.cnf	11	53117	1.3340466022491455
uf75-06.cnf	8	38190	0.95654296875
uf75-060.cnf	2	9415	0.23311996459960938
uf75-061.cnf	2	10077	0.25417590141296387
uf75-062.cnf	9	47348	1.192169427871704
uf75-063.cnf	2	9259	0.2361278533935547
uf75-064.cnf	26	123443	3.1207971572875977
uf75-065.cnf	2	10863	0.27823972702026367
uf75-066.cnf	5	23790	0.6086177825927734
uf75-067.cnf	12	59162	1.53407883644104
uf75-068.cnf	1	5307	0.13385558128356934
uf75-069.cnf	14	71835	1.817331314086914
uf75-07.cnf	47	232520	5.878629446029663
uf75-070.cnf	19	94790	2.415923595428467
uf75-071.cnf	7	32945	0.8342175483703613
uf75-072.cnf	3	15827	0.40708255767822266
uf75-073.cnf	1	5187	0.13385581970214844
uf75-074.cnf	1	5625	0.14789319038391113
uf75-075.cnf	7	36169	0.922452449798584
uf75-076.cnf	19	93079	2.359773874282837
uf75-077.cnf	2	9501	0.24314641952514648
uf75-078.cnf	5	25493	0.6422069072723389
uf75-079.cnf	23	110103	2.7813949584960938
uf75-08.cnf	8	39355	0.9886283874511719
uf75-080.cnf	5	23322	0.5835516452789307
uf75-081.cnf	26	124800	3.181960105895996
uf75-082.cnf	1	5496	0.14037299156188965
uf75-083.cnf	20	99460	2.503154993057251
uf75-084.cnf	30	150057	3.748969554901123
uf75-085.cnf	3	15334	0.39003705978393555
uf75-086.cnf	9	45232	1.1420361995697021
uf75-087.cnf	3	13419	0.3368959426879883
uf75-088.cnf	3	13772	0.3399035930633545
uf75-089.cnf	3	14715	0.37198901176452637
uf75-09.cnf	3	15933	0.3960530757904053
uf75-090.cnf	8	38723	0.980607271194458
uf75-091.cnf	71	344500	8.794381618499756
uf75-092.cnf	2	11154	0.2842555046081543
uf75-093.cnf	2	11626	0.2942824363708496
uf75-094.cnf	1	5788	0.1488957405090332
uf75-095.cnf	3	14508	0.3709862232208252
uf75-096.cnf	32	151844	3.8422152996063232
uf75-097.cnf	53	247883	6.337850570678711
uf75-098.cnf	3	12825	0.32335996627807617
uf75-099.cnf	1	5556	0.14037299156188965
